,Published_At,Comment_ID,Comment,Replies,Likes,all_eng
13879,['2023-08-23T06:09:09Z'],['Ugyzl7kGLfMUrGyxuB14AaABAg'],video uploaded 2min ago like 5k...🎉 that&#39;s wow,[0],[1],video uploaded 2min ago like 5k that39s wow
13880,['2023-08-23T06:09:08Z'],['UgxNn10VCeBTgPUcp8l4AaABAg'],hello dhruv,[0],[0],hello dhruv
13881,['2023-08-23T06:09:08Z'],['Ugxo0a3C0bGTAsE0dVJ4AaABAg'],dhruv bhaiya love you🤗❤️,[0],[1],dhruv bhaiya love you
13882,['2023-08-23T06:09:07Z'],['UgwJDfetUW_yC3Ty-d94AaABAg'],sirji ❤😊😊,[0],[1],sirji
13884,['2023-08-23T06:09:05Z'],['Ugyi9N-3MyASCdjFUNZ4AaABAg'],"it&#39;s 2minutes since upload video, get likes?",[0],[0],it39s 2minutes since upload video get likes
13885,['2023-08-23T06:09:05Z'],['Ugz0ztRZiAGoJXG_BVB4AaABAg'],habibi come mooon 🌝👽👽👽,[0],[0],habibi come mooon
13886,['2023-08-23T06:09:05Z'],['UgxcZevK9zX-_3C_Dq14AaABAg'],"assalamualaikum,,app itne intelligent kase bane 😮 mare best world 1 youtube dhru rathee",[0],[0],assalamualaikumapp itne intelligent kase bane mare best world 1 youtube dhru rathee
13887,['2023-08-23T06:09:04Z'],['Ugx8j5PIOgdtSWNzgjd4AaABAg'],hope chandryan 3 land moon safely,[0],[1],hope chandryan 3 land moon safely
13890,['2023-08-23T06:09:02Z'],['UgyNOCKemkwA0dWppY94AaABAg'],teacher.,[0],[0],teacher
13893,['2023-08-23T06:09:02Z'],['UgxvTKMKgZ_rJbmJF8h4AaABAg'],"quran modern science,,,,,,,❤",[0],[1],quran modern science
13894,['2023-08-23T06:09:02Z'],['UgxD2kHhmnOj_xL12nJ4AaABAg'],west waiting failure chandrayan 3 isro rise all! history made!,[0],[0],west waiting failure chandrayan 3 isro rise all history made
13895,['2023-08-23T06:09:01Z'],['UgzgI2rtdSyzYWDQZZV4AaABAg'],dhruve rathee never disappoint us ❤,[2],[50],dhruve rathee never disappoint us
13896,['2023-08-23T06:09:01Z'],['Ugz6U2kvV5d7mX5zkVF4AaABAg'],"everything temporary.but, dhurv&#39;s simple -shirt permanent 👕.",[0],[1],everything temporarybut dhurv39s simple shirt permanent
13898,['2023-08-23T06:09:00Z'],['UgxZifIvErzzr3ldMY14AaABAg'],isro going make history. jai hind 🇮🇳💓,[0],[0],isro going make history jai hind
13899,['2023-08-23T06:09:00Z'],['Ugw2_Wq6h3r6A8Bh7qV4AaABAg'],dhruv rathee never disappointed,[0],[0],dhruv rathee never disappointed
13900,['2023-08-23T06:08:59Z'],['UgzVQeT1djx1VrTi0El4AaABAg'],like @dhruvrathee,[0],[1],like dhruvrathee
13901,['2023-08-23T06:08:57Z'],['UgwXSKk0pgauZfsDZWl4AaABAg'],"let&#39;s take min bow indian scientists made happen low budget🇮🇳 proud indian❤ btw , dhruv rathee always amazing content 🔥",[2],[4],let39s take min bow indian scientists made happen low budget proud indian btw dhruv rathee always amazing content
13904,['2023-08-23T06:08:56Z'],['UgxO3DrIcBQQ973Unyt4AaABAg'],dhruv&#39;s informational content pure class👌 political videos act leftist😶,[0],[0],dhruv39s informational content pure class political videos act leftist
13906,['2023-08-23T06:08:53Z'],['UgwKAHQ--W7SwTgBVj14AaABAg'],perfect timing,[0],[0],perfect timing
13911,['2023-08-23T06:08:49Z'],['UgzxBN4-VjRW5HzvA294AaABAg'],super dhru bhai nice,[0],[0],super dhru bhai nice
13912,['2023-08-23T06:08:47Z'],['UgxAQrxA8mNqTc8L_zx4AaABAg'],awaited video waiting video 😍,[0],[0],awaited video waiting video
13914,['2023-08-23T06:08:46Z'],['Ugzh90YPCjrARXen6UJ4AaABAg'],sir always best💯,[0],[0],sir always best
13915,['2023-08-23T06:08:46Z'],['Ugw-bsEnPga_q-dlZAB4AaABAg'],dhruv father explanation 💪,[0],[0],dhruv father explanation
13916,['2023-08-23T06:08:46Z'],['Ugw_NKaRR4t7Si0Zs1l4AaABAg'],south pole moon beyond🔭,[0],[0],south pole moon beyond
13917,['2023-08-23T06:08:46Z'],['UgynRyu9Cq5rP3Dalrt4AaABAg'],"hello dhruva bhaiya, big fan waiting video topic, finally got 😂😂 thanks this, india grow fast inshallah, well become super power one day 😂😂❤❤❤❤ best wishes indians , hasim ansari jai hind 😂😂😂😮😮😮",[2],[2],hello dhruva bhaiya big fan waiting video topic finally got thanks this india grow fast inshallah well become super power one day best wishes indians hasim ansari jai hind
13918,['2023-08-23T06:08:46Z'],['UgyOaoQ-bsJ9V0F-K494AaABAg'],think dhruv rathee happy india success,[0],[0],think dhruv rathee happy india success
13919,['2023-08-23T06:08:46Z'],['UgyunBT0rdeRbZXNu0Z4AaABAg'],hello druv bhai aapke chat gpt wale cousre midjourney kaise sign kare aur usko discord server se kaise connect kare bhai ye hai kya agar na hu tu bhai ek tutorial video bana bhai,[0],[0],hello druv bhai aapke chat gpt wale cousre midjourney kaise sign kare aur usko discord server se kaise connect kare bhai ye hai kya agar na hu tu bhai ek tutorial video bana bhai
13920,['2023-08-23T06:08:45Z'],['UgzNSnmCIexV31vqSFN4AaABAg'],waiting explanation!,[0],[1],waiting explanation
13921,['2023-08-23T06:08:45Z'],['UgyBlm9ybJ9fX9lQAiV4AaABAg'],"haven&#39;t seen really consistent youtuber like still production quality videos just❤❤ btw, loved course chat gpt thanku much launching",[12],[75],haven39t seen really consistent youtuber like still production quality videos just btw loved course chat gpt thanku much launching
13923,['2023-08-23T06:08:45Z'],['UgxUjpisr5pS4fbqr7p4AaABAg'],namaskaaar,[0],[1],namaskaaar
13924,['2023-08-23T06:08:45Z'],['Ugx3D99ZfuQ8cqGt_H14AaABAg'],bhai tu sirf google pe search karke video banane lagta hai bhai😂😂😂😂😂😂,[0],[1],bhai tu sirf google pe search karke video banane lagta hai bhai
13926,['2023-08-23T06:08:43Z'],['Ugxlz3owuxTPDspGhYB4AaABAg'],best isro chandaryan 3 🇮🇳❤️,[0],[0],best isro chandaryan 3
13927,['2023-08-23T06:08:43Z'],['UgzVuTJ_YVw7LF3mlal4AaABAg'],india created history today successful landing chandaryan 3 . praying chandaryan 3,[0],[0],india created history today successful landing chandaryan 3 praying chandaryan 3
13928,['2023-08-23T06:08:43Z'],['UgzbG6-KqtxDzCr24i94AaABAg'],bro watch videos everyday bangladesh,[0],[0],bro watch videos everyday bangladesh
13929,['2023-08-23T06:08:43Z'],['UgyTPSk7vlBG8OoKz9B4AaABAg'],first watch&#39;❤😅,[0],[0],first watch39
13930,['2023-08-23T06:08:42Z'],['UgyWo_Z7UNyaJZY7m0F4AaABAg'],chandra yaan 3 safely landing ho raha hai mera pyaari varat,[0],[1],chandra yaan 3 safely landing ho raha hai mera pyaari varat
13931,['2023-08-23T06:08:42Z'],['UgxU2kLuOJC_zxy6D3Z4AaABAg'],good 👍 efforts.......... missing.............. calculate presence knowledge..........,[0],[1],good efforts missing calculate presence knowledge
13934,['2023-08-23T06:08:40Z'],['UgwsKs-Gnua1J4qgVe54AaABAg'],things temporary dhruv simple shirt 👕 permanent 😅❤,[0],[1],things temporary dhruv simple shirt permanent
13935,['2023-08-23T06:08:40Z'],['UgxkhgzPOSVN1NiTaXB4AaABAg'],bhai sudhar jaao,[0],[0],bhai sudhar jaao
13936,['2023-08-23T06:08:38Z'],['UgzDyk6p6w0u7cb9QYl4AaABAg'],"2,631st viewer 1,395th like 2 minutes 🙂",[0],[0],2631st viewer 1395th like 2 minutes
13937,['2023-08-23T06:08:38Z'],['UgwIeQdvDMor8Ozlyah4AaABAg'],dhruv rathee bhai great skills represent ultimate,[0],[1],dhruv rathee bhai great skills represent ultimate
13940,['2023-08-23T06:08:35Z'],['UgxdLuq-OlUn1Xm3Yix4AaABAg'],"yaar teri video 📸 bahut acchi hoti hai tujhe kisi ki najar na lage, 👍👍👍👍",[0],[0],yaar teri video bahut acchi hoti hai tujhe kisi ki najar na lage
13941,['2023-08-23T06:08:35Z'],['UgzaB3oc2FN5wnyc4kB4AaABAg'],dad getting old mom getting old iam yet successful dying.inside 🥺,[0],[0],dad getting old mom getting old iam yet successful dyinginside
13942,['2023-08-23T06:08:35Z'],['UgypGnd1BpayNcvXTRF4AaABAg'],human first,[0],[0],human first
13943,['2023-08-23T06:08:35Z'],['UgwkrLrGJ8oL9g37iDR4AaABAg'],slow steady india ready ❤❤,[0],[0],slow steady india ready
13944,['2023-08-23T06:08:34Z'],['UgzD3DlmqIVdYRHOCP54AaABAg'],praud ind 🇮🇳🇮🇳💪💪,[0],[1],praud ind
13945,['2023-08-23T06:08:33Z'],['UgyS8gnmpVkWgl9s5NB4AaABAg'],mumbai jaipur train incident pe video please 🙏,[0],[1],mumbai jaipur train incident pe video please
13946,['2023-08-23T06:08:33Z'],['Ugzo9oDdLI8ieKluxul4AaABAg'],define nawaz shareef political party please.,[0],[0],define nawaz shareef political party please
13950,['2023-08-23T06:08:30Z'],['UgyS_HEhgH36qG4e6jJ4AaABAg'],man always brings great content ❤😊,[0],[2],man always brings great content
13951,['2023-08-23T06:08:30Z'],['UgyDusxfEJkvaYfbWCN4AaABAg'],bro really great man educatio,[0],[0],bro really great man educatio
13952,['2023-08-23T06:08:29Z'],['Ugyt-K6f9FAZ6K2ddSp4AaABAg'],man insane❤,[0],[0],man insane
13953,['2023-08-23T06:08:29Z'],['Ugw47BEWpjJXIRE7kll4AaABAg'],dhru rathee no. one creater india,[0],[1],dhru rathee no one creater india
13954,['2023-08-23T06:08:29Z'],['UgxkPpQ0z_icO3QBHFJ4AaABAg'],bhai please make video athlete 100,[0],[0],bhai please make video athlete 100
13956,['2023-08-23T06:08:28Z'],['Ugxbo7Or6hakTGFmfgh4AaABAg'],everything temporary dhruv simple shirt well explained permanent ❤🎉🇮🇳⚔️,[0],[2],everything temporary dhruv simple shirt well explained permanent
13957,['2023-08-23T06:08:26Z'],['UgwmDXzVPXz_M-NS-1F4AaABAg'],garb se kaho haam hindu hai 🥰🥰🥰🙏🙏,[0],[2],garb se kaho haam hindu hai
13959,['2023-08-23T06:08:24Z'],['UgyJ_zzphgJTlOuyZSd4AaABAg'],druvh rathee fan like ❤️❤️❤️,[0],[1],druvh rathee fan like
13960,['2023-08-23T06:08:24Z'],['Ugy3bkLBCI359hbTPJB4AaABAg'],it&#39;s proud moment us...🇮🇳🇮🇳🇮🇳,[0],[3],it39s proud moment us
13961,['2023-08-23T06:08:24Z'],['UgwwPibYW0IRl_u8Bpl4AaABAg'],chandrayaan 3 became festival india community detest it&#39;s uniting force 🇮🇳,[0],[0],chandrayaan 3 became festival india community detest it39s uniting force
13963,['2023-08-23T06:08:22Z'],['UgyIM05prsoiKe8UnSh4AaABAg'],favorite subject youtube school mr.drhuv bhaiya ji 😂😂❤❤❤🎉🎉,[0],[0],favorite subject youtube school mrdrhuv bhaiya ji
13966,['2023-08-23T06:08:22Z'],['Ugz_ZMc0bUFDAX5rvgR4AaABAg'],right video right time respect dhruv rathee ❤❤,[0],[10],right video right time respect dhruv rathee
13968,['2023-08-23T06:08:22Z'],['UgxA93_4EK6xBC0iQcZ4AaABAg'],sysutum 😂,[0],[1],sysutum
13970,['2023-08-23T06:08:21Z'],['UgzKeBKXscORXVf2HiJ4AaABAg'],kitna spam aata hai yar 1 min &quot;never disappoint us content&quot; wala. 😂,[0],[1],kitna spam aata hai yar 1 min quotnever disappoint us contentquot wala
13973,['2023-08-23T06:08:20Z'],['Ugyaqt-iZVCGTrf4o1N4AaABAg'],gajwatul hind k bare ak video bana de 😂,[0],[0],gajwatul hind k bare ak video bana de
13974,['2023-08-23T06:08:19Z'],['UgwkPDVMnq8ImyI5UOV4AaABAg'],12.4 million jok proud indian ❤❤,[0],[0],124 million jok proud indian
13975,['2023-08-23T06:08:19Z'],['UgzID6edRhaYUL2ZhaJ4AaABAg'],can&#39;t wait see ... 😎,[0],[0],can39t wait see
13976,['2023-08-23T06:08:19Z'],['UgwUtYBaWjVCatWs0dx4AaABAg'],druve rathee little wikipedia😅,[0],[0],druve rathee little wikipedia
13977,['2023-08-23T06:08:19Z'],['Ugy_BxLR16q6hLLYahR4AaABAg'],sir plz make vedio space,[0],[1],sir plz make vedio space
13981,['2023-08-23T06:08:16Z'],['UgzwOtoM5BCywaXvjNF4AaABAg'],ma...avi apki video dekh raha tha,[0],[0],maavi apki video dekh raha tha
13984,['2023-08-23T06:08:15Z'],['UgwvatFCa0QsAh0-JfV4AaABAg'],congratulations druv please pray pakistanis misserable condition many indian say kitna acha howa guys literally enimies it&#39;s politicians.please pray us 😢😢,[0],[0],congratulations druv please pray pakistanis misserable condition many indian say kitna acha howa guys literally enimies it39s politiciansplease pray us
13985,['2023-08-23T06:08:14Z'],['UgxF7uTFgpk6uLmSZz14AaABAg'],"excellent content dhruv, inspiration all🎉",[0],[1],excellent content dhruv inspiration all
13986,['2023-08-23T06:08:13Z'],['UgwDImEUpK5Bxn84ZXx4AaABAg'],dhruv rathee friends 🙏🇮🇳❣️,[0],[0],dhruv rathee friends
13987,['2023-08-23T06:08:13Z'],['UgwWVbQ1iXkFayKhuXd4AaABAg'],next pm....,[0],[0],next pm
13988,['2023-08-23T06:08:13Z'],['Ugw_v0SQ7xtwIJB_0g94AaABAg'],dhruv rathee always love ❤🇮🇳👍,[0],[0],dhruv rathee always love
13990,['2023-08-23T06:08:10Z'],['UgxDpNUAoHySRwxCKll4AaABAg'],special thanks :) kailasavadivoo sivan former director vikram sarabhai space centre department space india🇮🇳❤️💚,[0],[1],special thanks kailasavadivoo sivan former director vikram sarabhai space centre department space india
13991,['2023-08-23T06:08:10Z'],['UgzOtWaLg7o2rXOMShR4AaABAg'],still watching video,[0],[1],still watching video
13992,['2023-08-23T06:08:10Z'],['Ugy3SoVZayld4LsE2-d4AaABAg'],proud indian &gt;&gt;&gt;&gt; ❤,[0],[0],proud indian gtgtgtgt
13993,['2023-08-23T06:08:10Z'],['Ugw-eP-1FbL9Agfwgc14AaABAg'],vande mataram🇮🇳 jai hind🔥,[0],[1],vande mataram jai hind
13996,['2023-08-23T06:08:10Z'],['UgwrWeLoiVHB1n4sAwh4AaABAg'],"water moon surface?? incredible, proud indian😊",[0],[0],water moon surface incredible proud indian
13997,['2023-08-23T06:08:09Z'],['UgxxHDWDIHE7_TtwGwV4AaABAg'],best explanation ❤,[0],[0],best explanation
13999,['2023-08-23T06:08:09Z'],['Ugyp5thMDLgfA7t_DHN4AaABAg'],love gujrat❤,[0],[1],love gujrat
14001,['2023-08-23T06:08:08Z'],['UgxeNkmO24VUJjCJmN94AaABAg'],dhruv rathe rocking youtube 😬 .......are agree\u0001fae3,[0],[1],dhruv rathe rocking youtube are agreeu0001fae3
14002,['2023-08-23T06:08:08Z'],['UgxDpVInJcbkFWdJbVl4AaABAg'],every thing temporarily world dhruvs simple t-shirt permanent😂😂😂,[0],[1],every thing temporarily world dhruvs simple tshirt permanent
14004,['2023-08-23T06:08:06Z'],['UgzrBwrw54sRHffEkvZ4AaABAg'],mission successful 🏆💪 jay 🇮🇳hind,[0],[1],mission successful jay hind
14005,['2023-08-23T06:08:06Z'],['Ugx9pVEMwJuOga6m03d4AaABAg'],vlog published,[0],[1],vlog published
14007,['2023-08-23T06:08:05Z'],['UgxPtHDj8Q-WWxt53394AaABAg'],hatts space agency&#39;s (isro) hard work🎉 feeling proud chanryaan 3 🎉jai hind 🇮🇳👏♥️,[0],[9],hatts space agency39s isro hard work feeling proud chanryaan 3 jai hind
14009,['2023-08-23T06:08:04Z'],['UgxOoSMHwCersJ8VoQl4AaABAg'],future- namskar dosto mea aaj aapko chand k bacche dikahunga dosto chlo...❤❤,[0],[0],future namskar dosto mea aaj aapko chand k bacche dikahunga dosto chlo
14012,['2023-08-23T06:08:02Z'],['Ugy2PJLr50phMDam17Z4AaABAg'],people watches educational video dhruv rathee 🗿,[0],[1],people watches educational video dhruv rathee
14017,['2023-08-23T06:07:56Z'],['Ugwa-Dtywk3zISkhv2R4AaABAg'],maa ke liye like,[0],[0],maa ke liye like
14018,['2023-08-23T06:07:56Z'],['Ugw7PmmXABAvTKSXIXh4AaABAg'],back back video dhruv fire 😂😂,[0],[0],back back video dhruv fire
14019,['2023-08-23T06:07:56Z'],['UgxA_97RW5W6XI3vueF4AaABAg'],india make history world space today 🇮🇳🇮🇳🇮🇳🇮🇳,[0],[0],india make history world space today
14020,['2023-08-23T06:07:56Z'],['UgwTAK5Sb6a_R9brYCR4AaABAg'],sysutammmmmmmmmmmmmmmmmm,[0],[0],sysutammmmmmmmmmmmmmmmmm
14021,['2023-08-23T06:07:56Z'],['UgwHAua_RXmjVJxKo3B4AaABAg'],deserves tv show.....❤,[0],[1],deserves tv show
14022,['2023-08-23T06:07:56Z'],['UgzbVXxHIFK-eksDLH94AaABAg'],one best youtuber india... salute dhruv sir.,[0],[0],one best youtuber india salute dhruv sir
14025,['2023-08-23T06:07:53Z'],['UgxWkJM7pv072yLy9nZ4AaABAg'],video moringa powder,[0],[0],video moringa powder
14026,['2023-08-23T06:07:53Z'],['UgzuXRhrDqYBZlLt04p4AaABAg'],respect fukra insaan ❤,[0],[0],respect fukra insaan
14027,['2023-08-23T06:07:53Z'],['UgyLdVc5QfCGIwzrGB14AaABAg'],dhruv rathee never disappoint us content ❤🎉,[0],[12],dhruv rathee never disappoint us content
14029,['2023-08-23T06:07:53Z'],['Ugwzgz_kpMWsQxhP6kd4AaABAg'],good wishs chandrayaan 3❤,[0],[1],good wishs chandrayaan 3
14030,['2023-08-23T06:07:52Z'],['Ugy0dEwOhfvxJ9qTwZ94AaABAg'],"bhartiya, believes scientist isro 🇮🇳they land rover time. best wishes them.",[0],[0],bhartiya believes scientist isro they land rover time best wishes them
14031,['2023-08-23T06:07:52Z'],['Ugzy3rc-hy2G_-3qZ894AaABAg'],comment padhne wale attendence bna ke jana ✅,[0],[1],comment padhne wale attendence bna ke jana
14032,['2023-08-23T06:07:53Z'],['UgyV0Wb5ioLHXRgvd4t4AaABAg'],superb ke uper bhai,[0],[0],superb ke uper bhai
14034,['2023-08-23T06:07:50Z'],['Ugy2Kc4QbPpD-DkwS5J4AaABAg'],congratulations isro 🎉 best teacher dhruv bhai apka jo explained karne ka tarika h shayd youtube par ya aur kahi aisa hoga ❤ best luck 🤞,[0],[2],congratulations isro best teacher dhruv bhai apka jo explained karne ka tarika h shayd youtube par ya aur kahi aisa hoga best luck
14036,['2023-08-23T06:07:49Z'],['UgzEVg4wLsg4u8fZrdt4AaABAg'],great explanation sir🔥🔥🔥,[0],[0],great explanation sir
14037,['2023-08-23T06:07:49Z'],['UgwGFAEwZIvVgQx6rZp4AaABAg'],jin bhai log ko dhruv rhatee ke video achha lagta hai ..aao like kare . 👍👍👍,[0],[0],jin bhai log ko dhruv rhatee ke video achha lagta hai aao like kare
14038,['2023-08-23T06:07:48Z'],['UgyZfXgpucZIf4SUbz54AaABAg'],ur single video 20 mins ...is complete wth bunch information learn..gud efforts always 👌👌🔥🔥🙏🙏,[0],[6],ur single video 20 mins is complete wth bunch information learngud efforts always
14039,['2023-08-23T06:07:48Z'],['UgwXwewnDjqWv8x9PH14AaABAg'],wow bhai nice video india make history ❤,[0],[0],wow bhai nice video india make history
14041,['2023-08-23T06:07:48Z'],['UgwOujRpU5i6EQuiXaJ4AaABAg'],one first viewer,[0],[0],one first viewer
14043,['2023-08-23T06:07:47Z'],['Ugy6bsmfHEZpdPGFpC54AaABAg'],"<b>isro</b> organisation, it&#39;s emotion every indian 🇮🇳❤️💫",[1],[5],bisrob organisation it39s emotion every indian
14046,['2023-08-23T06:07:46Z'],['UgwbMv7g5Y3gVId-Bvd4AaABAg'],3v 30s 1kl,[0],[0],3v 30s 1kl
14047,['2023-08-23T06:07:46Z'],['UgxtQjW05S8YNvz_YUV4AaABAg'],quality aur better karo na,[0],[0],quality aur better karo na
14048,['2023-08-23T06:07:46Z'],['Ugx7-GqrRLelGI2qK2F4AaABAg'],jo jo india ke isro investment ko good decision batate hain attendence dalee 🎉🎉🎉❤❤❤❤❤❤❤❤❤,[0],[0],jo jo india ke isro investment ko good decision batate hain attendence dalee
14050,['2023-08-23T06:07:45Z'],['UgyBjFq_k-mbn2jdkgh4AaABAg'],sir aap muje help kijiye,[0],[0],sir aap muje help kijiye
14051,['2023-08-23T06:07:45Z'],['Ugyushj7vzH33OeKtqh4AaABAg'],every video completed without &#39;namaskar dosto&#39;,[0],[1],every video completed without 39namaskar dosto39
14054,['2023-08-23T06:07:44Z'],['Ugz6ZoRRrpI2lolcpTZ4AaABAg'],isro ko like kare 🇮🇳,[0],[0],isro ko like kare
14055,['2023-08-23T06:07:43Z'],['Ugy-HyKI5WkK1YrcxnN4AaABAg'],aap ki video se bhut nolij milti h,[0],[0],aap ki video se bhut nolij milti h
14057,['2023-08-23T06:07:42Z'],['UgxTm4rQ0olO4c13fxF4AaABAg'],hilarious ratheeee🔥🔥🔥,[0],[0],hilarious ratheeee
14058,['2023-08-23T06:07:42Z'],['Ugzbaaay8nVkjuOmkBh4AaABAg'],one youtuber favourite ❤❤❤❤ dhruv rathee,[0],[0],one youtuber favourite dhruv rathee
14059,['2023-08-23T06:07:41Z'],['UgypLNem7WBftCNCth14AaABAg'],respect man explain whole concept 20 minutes,[0],[4],respect man explain whole concept 20 minutes
14062,['2023-08-23T06:07:40Z'],['UgzvueOX4J_3x2rEYsV4AaABAg'],first last show notification click fast,[0],[2],first last show notification click fast
14064,['2023-08-23T06:07:39Z'],['UgzMWKhT1SjWKO7MGUR4AaABAg'],fun fact:- heated things youtube ads without skipping button..😂,[0],[1],fun fact heated things youtube ads without skipping button
14067,['2023-08-23T06:07:38Z'],['UgzJHVP7CRd5k33BXEl4AaABAg'],jai hind respected dhruv bhaiya 🙏🇮🇳❤️💫🖤,[0],[1],jai hind respected dhruv bhaiya
14068,['2023-08-23T06:07:38Z'],['UgxjWKtQrXhZrPMxtkd4AaABAg'],jay bharti,[0],[0],jay bharti
14069,['2023-08-23T06:07:38Z'],['Ugx1e_dCW_-pX3VFFTN4AaABAg'],proud moment india proud indian 🇮🇳💗,[0],[0],proud moment india proud indian
14070,['2023-08-23T06:07:36Z'],['UgwFYHyUVhctP3iroMB4AaABAg'],duniya se kaho &quot;copy that&quot;🇮🇳 isro❤,[0],[0],duniya se kaho quotcopy thatquot isro
14077,['2023-08-23T06:07:35Z'],['Ugza-s_MHk_g5p6kXWl4AaABAg'],isro drdo real crown india 🇮🇳❤,[0],[0],isro drdo real crown india
14079,['2023-08-23T06:07:35Z'],['UgyZTlBc3fXwKuNm0cx4AaABAg'],plss make detailed video james webb telescope tell us expect two video,[0],[0],plss make detailed video james webb telescope tell us expect two video
14080,['2023-08-23T06:07:35Z'],['UgzB9ZuuiyqxL-F0yld4AaABAg'],make detailed video netaji disappearance??,[0],[0],make detailed video netaji disappearance
14081,['2023-08-23T06:07:35Z'],['UgxkwpiG9fcUK3hRslh4AaABAg'],sir russia aur ukraine par bhi aub tak ke ladai kisko jyada haar ka samna karna pda hai.?,[0],[1],sir russia aur ukraine par bhi aub tak ke ladai kisko jyada haar ka samna karna pda hai
14084,['2023-08-23T06:07:35Z'],['UgyFqLquRb1w4uKluP94AaABAg'],"kya tumhare jaise banne ke liye college education zruri hai. mai 23 saal ka ho gya hu, aur aisi video banane maza bhi aata hai, kaha se shuru kru kis topic se,, kuch bata sakte hai bhai g.",[0],[0],kya tumhare jaise banne ke liye college education zruri hai mai 23 saal ka ho gya hu aur aisi video banane maza bhi aata hai kaha se shuru kru kis topic se kuch bata sakte hai bhai g
14085,['2023-08-23T06:07:34Z'],['UgzAAKiHo_difdGb82N4AaABAg'],nice bhaiya❤,[0],[0],nice bhaiya
14086,['2023-08-23T06:07:34Z'],['UgzBkBcBHttSSDc1Qu94AaABAg'],isro power india ❤,[0],[0],isro power india
14087,['2023-08-23T06:07:34Z'],['UgyXrkzmywPe7v5zstJ4AaABAg'],indian born create history 🇮🇳,[0],[6],indian born create history
14088,['2023-08-23T06:07:33Z'],['UgwKanbPIMRJTb4MzCJ4AaABAg'],bhagwan jaldi se chandrayaan 3 ko successful land karwa,[0],[0],bhagwan jaldi se chandrayaan 3 ko successful land karwa
14091,['2023-08-23T06:07:32Z'],['UgwMPEut6jSbHceiFAh4AaABAg'],aap ka har ak video dekhna ka jo maja aata hai wo kisi nhi,[0],[0],aap ka har ak video dekhna ka jo maja aata hai wo kisi nhi
14092,['2023-08-23T06:07:32Z'],['UgxkOfouFa1DrJT9BAJ4AaABAg'],love dhurv rathee,[0],[0],love dhurv rathee
14094,['2023-08-23T06:07:31Z'],['Ugzvpc2yb1DD8zepOD54AaABAg'],@dhrurathi sir great man ❤❤❤❤❤❤❤❤❤❤❤,[0],[1],dhrurathi sir great man
14095,['2023-08-23T06:07:31Z'],['UgyQq6zoRcyOfUUkAPB4AaABAg'],🇮🇳\u0001fae1🧑\u200d🚀👨\u200d🚀,[0],[0],u0001fae1u200du200d
14097,['2023-08-23T06:07:31Z'],['UgyyZDbd2Mz4pPhmJSh4AaABAg'],bhai illuminatele pr video bnao,[0],[0],bhai illuminatele pr video bnao
14098,['2023-08-23T06:07:31Z'],['UgyeMgJ7GzngZqpem9V4AaABAg'],kaun kaun dhruv research fan hai❤❤❤,[0],[0],kaun kaun dhruv research fan hai
14099,['2023-08-23T06:07:31Z'],['UgzocWCmruiSQIGixYN4AaABAg'],sir aaoki videos se bhot kucch sheekne ko milta hai 🎉,[0],[0],sir aaoki videos se bhot kucch sheekne ko milta hai
14101,['2023-08-23T06:07:30Z'],['UgyLaIqY2hK0v2jLJs94AaABAg'],pin \u0001faf6❤,[0],[0],pin u0001faf6
14102,['2023-08-23T06:07:30Z'],['UgxFGFr7WIEXFxQtT4x4AaABAg'],finally dhruv rathee launch chandrayan ❤❤😂😂,[0],[1],finally dhruv rathee launch chandrayan
14103,['2023-08-23T06:07:30Z'],['Ugwrns-PXihCTHYw1sB4AaABAg'],"congratulations all, whose efforts mission become successful🎉🎉🙏🙏",[0],[0],congratulations all whose efforts mission become successful
14104,['2023-08-23T06:07:30Z'],['UgwteKk0jdHiG102PPN4AaABAg'],"big fan ,,you r well bro,, keep on,, give knowledge people",[0],[1],big fan you r well bro keep on give knowledge people
14105,['2023-08-23T06:07:29Z'],['UgwqlK2uqjJ7rsqhfqJ4AaABAg'],bhai tu aab iska bhi credit kejriwal ko dega kiya😅😅😅,[0],[1],bhai tu aab iska bhi credit kejriwal ko dega kiya
14108,['2023-08-23T06:07:28Z'],['UgyxRYs-LTMyI32Np-54AaABAg'],man never disappoint us knowledge ❤❤❤❤❤❤,[0],[0],man never disappoint us knowledge
14109,['2023-08-23T06:07:28Z'],['Ugwblyy9lWp_2Tc6ZUl4AaABAg'],kon kon chahta hai ki vikram soft landing kare ❤❤🌕🌕🇮🇳🇮🇳🇮🇳🇮🇳,[2],[3],kon kon chahta hai ki vikram soft landing kare
14110,['2023-08-23T06:07:28Z'],['UgwUTosMA2vj2LqhS754AaABAg'],😂video puri dekhi ni aur never disappoints us comments phele hi aa gaye 🤦🏻\u200d♂️,[0],[0],video puri dekhi ni aur never disappoints us comments phele hi aa gaye u200d
14111,['2023-08-23T06:07:27Z'],['UgyWrtnnDusy0K61l_14AaABAg'],want chandrayan 3 successful 😊🎉,[0],[0],want chandrayan 3 successful
14112,['2023-08-23T06:07:27Z'],['UgxM-kXBQOnbW0zidSZ4AaABAg'],fully support love india ❤️ 🇮🇳 vande mataram love dhruv bro&#39;s videos ❤️❤️❤️,[0],[0],fully support love india vande mataram love dhruv bro39s videos
14113,['2023-08-23T06:07:27Z'],['UgzqAElkYSESaXAEQfp4AaABAg'],really respect dhurve rathee❤,[0],[0],really respect dhurve rathee
