Cleaned_Comment,Predicted_Sentiment
this is the most pathetic batting display by pakistan team in paks icc history absolutely timid cricket criminal batting by iftikhar and imad once again wasted all the effort by naseem and amir credit where its due kudos to absolutely brave bowling by bumrah brave batting by pant and captaincy by rohit they set momentum for india to win the wc deservingly,negative
india and pakistan rajinikanth yuvaraj cricket,positive
superstar rajinikanth yuvaraj cricket,positive
hrdk and rsb pant both are waste fellows,negative
the lowest wc total was defendedexplains india was deserving winner of wc,positive
kudos to the editing team of icc youtube feels like a thriller with bumrah as the lead,positive
stil babar azam said shaheen over bhumrah,positive
when beats go down boom is ready,positive
no one is talking about rishabh pant,negative
i switched off the tv r slept r after some time heard firecrackers bursting woke up watched the highlights,negative
always remember when jasprit bumrah is celebrating a wicket than india is back in the game,positive
not sure why icc did not posted the indiapak highlightthey posted for many other matches,positive
tuya mayke zav hrande,negative
i love this video will keep coming back for it always,positive
pakistan bhickmangi cricket team sala pel diya tumlogo ko huddd bhickmanga pakistan,positive
never underestimate the power of india,positive
edit and atmosphere,positive
rip babers english,negative
mindblowing video,positive
pak ko pel diya firse,positive
lets go bumrah,positive
that walk has been rest in history,positive
where can i get thw full highlights,positive
india army,positive
pakistani dekh tera yehi aukat hai abu se g marana,negative
hindustan jindabad tha jindabad hai or jindabad rahe ga,negative
father always father,positive
victory snatched from jaws of defeat,positive
boom boom bumrah boom boom bumrah,positive
what if pak will bat first then,negative
naseem,neutral
this is cinema perfect cinematography art,positive
mere ko india and pak ke match ke do din bad pta chala ki india jeet gya hai kyuki main india ka batting dekh kar tv band kar diya thaaa main match hi nahi dekha main soch rha tha ki main aaj ke bad cricket hi ni dekhunga,negative
terrorism khar tm kro,negative
india pakistan mat ladoga bharat mata sbki he,positive
good game from both side,positive
how,positive
when coming generation reads cricket history theyd know once there was a bumrah,negative
where can i find that piano music,positive
bbaap se panga kar denge langab,negative
jasprit bumrah owning mohmmad rizwan is becoming my fav genre,positive
jeeta hua match haarna koi pakistan se seekhe,positive
why is ravi shastri such a clown,negative
gooslim ancers,negative
i am indian but i feel for naseem and pak,negative
i really love india from afghanistan we are brothers always forever,positive
india vs pakistan india win,positive
zukham pai namak,positive
why are there no highlights,negative
pakistan will have to born again as a new nation with new people to beat india in this lifetime because the current ones are as good as nothing,negative
bhumrah on fire,positive
always motivation,positive
east or west india is the best,positive
pakistani bowlinggtindian bowlingpakistan battingltindia battingpakistan wouldve won if pakistan choose better players for the match so toxic indian fans dont come out,negative
naseem shah performance was stunning he doesnt deserve this kind of stunning so sad for him but inshallah we will won the next match,negative
heck chadarmod fakistan,positive
first india played like bumrah was balling to them then bumrah balled to pakistan,negative
the introduction of boom boom bumrah is,positive
its fascinating seeing bumrah come in and change the trajectory of the game everytime,positive
the music was perfect when bumrah came,positive
jassi tumse better koi nahi just a miracle my boyso much love you,positive
this not a rivalry anymore its now ind vs aus pakistan is just like any other apponent for us like sri lanka and bangladesh,neutral
full of suspense and fight for winlots of people had bp high during match awesome matchboth played well rohit and his team controlled pressure and won the match,positive
unpopular opinion prolly gonna get abused but the ball which bowled rizwan was just an average ball it was rizwans poor shot selection that got him out also his ego too my man was trying to hit six on bumrahs over on new york pitch,negative
indian power,positive
a faith winning match whenever you are down you need a bumrah in life,negative
im zimbabar or mera baap merko hamesha pelta ha king kohli bohot pelta ha merko or mere bhikarisatan ko,negative
pakistan once again snatches defeat from the jaws of victory,negative
virat kohli khos ho app,positive
whoever edited this video is a genius what a wonderful montage created it looked like a movie choice of music scenes everything is awesome,positive
one day will come after toss n indias batting pak will say we loose,negative
never think again winning pakistan against indian hai hind,negative
i love how they showed india as the underdogs typical india love india team from,positive
highlights with opera music and jhankar beats,positive
that symphony,positive
icc hired aussie choreographer,positive
razo jihadan,positive
the way they show bumrah,negative
bumrah supremacy,positive
how to see full highlights,positive
father alsways a father,positive
the bumrah entry,negative
pakistan born to loose,negative
pak is not good team shadow of old pak team,negative
lunnn hai pakistan,negative
harke bhi jitne balo ko india kahte hai,negative
we won world cup,positive
india ne pakistan ko phir se hara diya allah hu aqbar,negative
music,positive
where are highlights india vs pakistan boycott star sports,negative
who is here after india world cup win just to enjoy,positive
congratulations india love from pakistan as a note pakistan did the best against you throughout this entire world cup,positive
tel laga do dabur ka naam mita do zimbabar ka,positive
match kaha milega,positive
father is always be a father,positive
i cant lie this video goes in so hard incredible cinematic,positive
woah icc literally rubbing salt on pakistans wounds right now cant believe how controlled the icc is,negative
the most breathtaking match for both team fans believe me or not india deserves that win cus to promote cricket in the whole world,positive
ok but why was shastri shouting,negative
baap to baap rahega baap to baap rahega,negative
bumrah bulldozed rizwan there was nothing left,negative
babar is also father of india,positive
after loosing against india in wc match pakistan team ke mann mein kya chal raha hai quotwhen we play good we loose when we dont play good we loosequot pata nahi ye kaisa game hai,negative
pakistan zanbad,negative
good game,positive
whenever india needs wicket bumrah delivers,positive
bumrah isnt our only bowler show others too,positive
congratulations to india and goodluck to both india and afghanistan for rest of the tournamentr indi block sickliar chamchas along with their german father were shattered when their most favoured nation pak lost to usa more shattered when they lost to india were devastated when pak was out from tournamentr they were heart broken the moment india qualified for semisr indi block does not want anything good for india as long as ndabjp in power and as long as jay shah is in bc,negative
one for the history books,negative
successfully qualified for karachi bus stand zimbabar and co,positive
india showed whos the real b p once again,negative
jasprit bumrah is the most valuable cricketer rn itw across all formats forever grateful to god for making him indian,positive
wow pasikan,positive
thats cinema,positive
cant wait to see jomboy cover this game,positive
therw is no proper hilights of this match there are highlights for every match icc want to make vies of thi shit video and they took down all videos,negative
bumrahs entry in the video is epic,positive
india will reach another semis and after that no one knows what happens,negative
rohit ko india team se retirement le leni chahiye hamesha hi performance nhi krta khas kr crucial moments pe or team india me apni as a senior role kbi play nhi krta hamesha irresponsible tarike se kelta hai,negative
jassi jesa koi nhi,positive
music inclusion genius work,positive
pakistan se lovie he,negative
pakistani vs india ka video ko check ka la ak comment kar,negative
bring the highlights,positive
where are the freaking highlights this is a music show,negative
only babar azam naseem shahand shaheen afridi player very well,positive
yay team shokhiyan maar sakti hai bus or match ki baari sab ka allah hi hafiz hota hai,positive
babar azam played better then other players but it is so embarrassing we lose this match wo bhi india se,negative
surrender by surrenderistan porkisstan,negative
kaisa lagaa hamaare mazaak,positive
india vs pakistan was the final of this world cup,positive
why couldnt you make proper highlights,positive
bhai editor kha h aja bharat ratna dilwata hu,negative
aukat dikha di es world cup ne aj kl k batsman ki ab pta chal rha hoga why sachin tendulkar is god of cricketvirat kohli is nothing as compared to sachin,positive
pakistan spectators should also bring katora in their hand shayad kuch mil jaye jeet to mili nahi,positive
worst higlightsshow us the matchnot audiencethis is not netflix,negative
congratulations to india i hope the sikhs and minorities in pakistan are safe after this match,positive
why cant india win any finals if they play so good,negative
imagine the smell,positive
indians are shameless if they still feel sports are separate from politicswhy is india even playing pak in international tournaments the pakis have never separated cricket from their jihadism politics imran once said let the war be be on the field to show who wins recently waqar younus congratulated rizwan on live tv for doing namaz on field to rub it on majority hindus for pak antiindia rehtoric is only way their army stays in control and own the nations resources indians are shameless if they still feel sports are separate from politics,negative
wasting money on tickets and pakistani team enjoying on our tax money with highest security shame,negative
seeing pakistani all pakistani batsmans i personally think they should start focusing on their fitness not on trying different foods,negative
bahia pakistan chiting karha hai,negative
icc dropped a cinema,negative
humare desh ki beauty jha hindu muslim sikh and others r together as team of nations,positive
aa gya swad,negative
ravi shastri commentry,negative
india always fathers of pakistan,positive
bye bye shadab khan bye bye fakhar zaman bye bye pakistan,negative
the entry of bumrah oh my god,negative
as indian we didnt batted well the score was below par,negative
im indian we are champion,positive
pakistanis be like mere do do baap,negative
bumrah isnt only chucking bowler but also handicapped person,negative
i am very happy that indian win every indian people is like our brothers from,positive
i hate india,negative
pakistan ke dil ke arman asuon mai beh gaye,negative
india vs pakistan india vs naseem shah,positive
video editing skills,positive
who will enjoy till last breath,positive
who is enjoying now,positive
who is enjoying with every breath,positive
good atmosphere good weather good crowd no rain but earthquake only away otherwise all happened in the wc jai icc wood bat and stone ball in rip,positive
icc is doing pretty good job with the dramatic background score,positive
bumrahs intro gtgtgt,positive
this guys missed best caught behind by sky while bumrah bowls to babar,negative
we indians need to stop watching pakistani vloggers video they get money from youtube from our indian population views,negative
vivaldi winter music in the background at the ending always a love for violin lovers,positive
even foreigners were there to support india,positive
last over is always is stressful well done to arshdeep as well specially bumrah and bowling unit,positive
many tvs broke that day fr,negative
apart from bumrah axar hardik siraj arshdeep also bowled well and axar siraj arshdeep contributed with the bat too so it was a teamwork no doubt,positive
bbumrah is a gem and we indians are blessed to have such a cricketer representing our nationb kohli didnt perform this time it was a rare failure but bumrah did and india won against pak again,positive
goosebumps goosebumps goosebumps goosebumps goosebumps,negative
pakistan be like kyon jale pe namak chidak rhe ho,negative
abhi agar india har jata toh yahi fans pura opposite,negative
shame on pakistan,negative
where is the highlight,positive
if us wins today pakistan is out,positive
tofan say kistee hum he nikal saktay hay,negative
this video should be in painting colour,positive
wheres the its just an upset guy anyone check up on him lately,negative
video editors ko bohot maza aaya hoga,positive
hindostan zindabaad,negative
pakistan restricts india to a really low score amp cannot even clear the low bar in their innings terrific recovery by india but pakistan will be having nightmares about that game lesson learned never ever write off the india cricket team,negative
pakistan is nothing,negative
india ki shan india ki jaan mohammed siraj sir i love my india,positive
we always support india take love from bangladesh pakistan are our national enemies,negative
this video is so great so cinematic,positive
i love virat kohli i love,positive
the score ive never seen one of these games they dont post the scores plus they should have a translator the queens english lost chutney,negative
hello all indian fans one word for amir and naseem,positive
india baap hi rhega,positive
why the hell they put virat in thumbnail when rohit sharma is the captain d most underrated player,negative
just like their army and their training with pakistan army they lost aur bacha kya hai pakistan army mein,negative
jursey blue karo full pehle jaisi ye wali plyars ko nagative karti hai,negative
india win the cricket world cup,positive
this video is not a usual highlight but a cinematic highlight showcasing emotions pretty well with great music especially during first half,positive
highlights ansi nana rakhi hai jaise india haar gaya ho,positive
ind vs pak is hyped just because of politicals for me real rivalry is between india vs australia,negative
great cricket,positive
pakista,positive
pakis ki suuuuuz gai,positive
match fix the,positive
as a pakistani cricket fan i am terrified of bumrah,negative
king kohli only ipl player,positive
instead of making it cinematic why can you guys upload a proper highlights waste of time watching this video icc,negative
toss with ravi shastri hits different,positive
the title is given by indian to virat kohli as king so why babar wants king title what hes hasdone nothing,negative
flop player on the thumbnailvirat and siraj,negative
its not as old time match ind vs pak its look like friendly match,positive
jersey looks weird blue was good but orange looks weird,negative
jay gurudev,positive
when you tried perfectly and didnt not got reward then it broke you badly naseem shah,negative
ye to kismat ka khel has par naseem shah ki bowling or wickets ko underestimate nhi kiya jaa skta,negative
the music makes the defeat,negative
indian dil pe mat lena chahe gand me le lena,positive
fab job by editor and the background music,positive
amazing cinematography,positive
india thanks to imad,positive
do this people even know how to make high quality recap video lmao sirf video ke piche high tention music dalke chipakya hai kuch toh kuch toh nalle hai kya sab icc main kaam karne wale,positive
extremely well carved out,positive
wowww,negative
good nice,positive
and will be kicked out by australia hahah,negative
worst way to make highlights video this is not hollywood movie after all,negative
tested,positive
dear icc did usa paid you more than bcci because if the pitch like these were in india all the critics would have launched at bcci i wonder where is michael vaughan,negative
pakistan lost the match more so than india won thats a fact regardless of what this indian cricket council icc channel tries to portray,negative
i was at the stadium on sunday and oh my gosh this match was one for the books phenomenal performance by team india in the bowling and fielding department,positive
is siraj got wild card entry in every matchhe is good for nothing,negative
its all pain pain pain for us pakistanis india didnt won this match we lost it,negative
no body is talking about the windy conditions which made batting so tough,neutral
bumrah just completely annihilated pakistan,negative
i started crying,negative
feel bad for naseem shah feel good for indian bowlers,positive
agar toss india jeet jaati toh pakistan ki kitni buri haar hoti,negative
good editing,positive
icc well done with video,positive
bowling pitches are best,positive
korbo lorbo jeetbo re,positive
the commentary of siddhu paaji in this match was also very good,positive
as a canadian who barely knows lacrosse i can tell this tournament has been a disaster for pakistan yikes losing to the usa then their main rivals wow,negative
final to pakistan he jitega likhwa lo mujhse,negative
thriller of the year goes to,positive
pak,positive
a low scoring thriller to remember for ages,negative
this match will be remembered for its worst batting and best bowling from both sides,negative
pak has always better bowling attack than ind,positive
ravi shastris intro was goosebumps my good lord felt the monologue rained organically direct from the skies n gods above,positive
pkmkb all the way,positive
ind vs pak is just a sport not a border war then y there is so much of hype than any other teams,negative
wow india is god of icc,positive
it was raining and pak opted bowl,negative
outro of video arshdeep,negative
icc know that how to earn views rcb guy,positive
man of the match ravi shastri,positive
everything was in pakistan favour they won toss weather was is their favour low total to chase got a good start while chasing still we manage to win the match,positive
everything is fine i am happy that our country indian won the bigest match but one thing is not clear yet on what basis rishabh pant was selected we have better players like sanju samson ishan kishan yasasvi jaiswal,positive
icc you should include rohit six in this video only wickets you have shown,negative
the balling done by pakistan was beyond words marking another history,positive
arshadeep is weak leg of indian bowling throughout the match he is not bowled confidentslly which is seen very well in his face during the match he must go aggressive in these kind of tournament matches,negative
law of averages to pakistan mujhe bhi badnam kar dia hai tum logo ne,negative
india world best country in thought and understanding,positive
the editor of this video really deserves an oscar,positive
why doesnt icc post the match highights for all the games,negative
frankly both the team played galli crickettrust me last me cup australia leke jayega,positive
rip babar rajan english speaking,positive
the day babar can form proper english sentences his team will probably win against india,positive
kohli down the ground,negative
lol the only thing pakistan can win is the toss,negative
dhang ka highlights dikhao na,positive
this music infused highlights is dope,positive
the entry of bumrah in this video is like a mass hero entry from movies he is the monster the nightmare of the batsman,negative
remember there was a sitter dropped earlier of bumrahs first spell if taken match would have finished long back,negative
which music is in the background,positive
omg movie quality scenes,positive
drop shivam dube and jadeja from india squad,negative
ravi shastri and his gimmicks laughed how he casually said quotmany people will get heart attacksquot,negative
the edit deserves an oscar,positive
maturity is when you realize not just bumrah but whole bowling unit was impressive,positive
ravi sir voice,positive
perfect background music superb one,positive
siraj ko team sea nikalo ekdum bekar bowler haita ki naya bowler ko mauka mil sake,positive
best thrilling low totaling match i have seen its not bat vs bat its match always remember for bowling vs bowling fire,positive
shubman gill,positive
india ki ma ka bhos ra,positive
moral of the match india can win in any situation when playing aganist pak in worldcup,positive
bumrah entrance,positive
great edit icc,positive
portrayed like a final,positive
pott bumrah,negative
bgm,positive
intro mai universe boss,positive
the worst recsp,negative
hi icc please upload full highlights this match,positive
toss was important in this match to decide whether pakistan will lose by wickets or runs i loved this line hence stole and wrote,positive
bro india pakistan match has always been a sensation,positive
ye pakistanis players ko english cnvnt school m admit kara na jaruri hai n get fluent english like emran wasim waqar rameez at present all duffer in english,negative
bumrah is real goat and he eat these green grasses,positive
indias record against pakistan in world cups is like wwes undertakers record in wrestlemania,positive
sky and shivam dubey out sanju samson and rinku singh in,positive
babar azam english definitely definitely is permanent,positive
atleast pakistan cricket team skills is better than their english,positive
boom boom bumrahhhhh,negative
nepal,positive
awesome video,positive
bi will say this again and againbowlers are not given enough credit in cricketb,negative
this match will be remembered for decades to come as an example that you can still win even if you score less,positive
naahi feel ind vs aus matches are more exciting now,positive
worst edit and highlight,negative
please learn from thala dhoni and sachin tendulkar how they have mastered all the techniques please be unique,positive
only bumrah has won the match you guys have done nothing rohit sharma virat kohli really really not at all good worst worst batting,negative
a just remember if you guys are not doing well in batting you will lose for sure dont always trust in always in the bowlers do something do some batting our thala dhoni was there he was the great now you guys are nothing doing nothing,negative
where is full match,positive
ravi bhai ki awaj,positive
ravi sastri should narrate sport documentaries,positive
what a compilation,positive
gayle coat wonderfull,positive
why not bumrah and rishabh pant on thumbnail in this video,positive
india ke age koi bal sakta hai kya,negative
indian team looks good and they played really well but our team doesnt look like a winning team just my opinion,negative
babar azam and surya kumar yadav whenever crucial times comes they fail,negative
quotbadshah bumrahquot,negative
editor cooked it,negative
bow down to the editor,negative
kon kon india fans hai subscribe and support here,positive
everything is possible in rohits captaincy,positive
this is some background music,neutral
once a father is always a father and india is official father of pak,positive
how did the admin miss virat kohlis cover drive,negative
jaspreet goatraahh,positive
belief in blue they must win against pak,positive
ind vs pak ia overrated because we always thrash these nuns the original rival is australia,negative
team bharat top class,positive
improve your english with me,positive
no thumnail seen in the video,negative
all the best team india all player,positive
jay jaganatha,positive
rohit sharma best captain all credit goes rohit how he managed the bowlers dhoni and rohit,positive
meant icc not vic,negative
vic could have shown better vdo this is neither here nor there,neutral
where is nepal f yquotquotquot,neutral
it was not just a win for indiait was generational humiliation for pakistan,negative
b b b b,negative
well played pakistan,positive
great game great bowling from both sides,positive
pakistan high quality pacers and risht pant innings,positive
never underestimate bharat,positive
maturity is when you realise bumrah is better than shaheen,positive
rishabh pant gives one words for team indias players virat kohli energy ms dhoni calmness rohit sharma cheeky shreyas iyer smart kl class classy ravindra jadeja gujju bhai shardul thakur knowledge pujara discipline axar patel dost kuldeep yadav badtmeez,positive
the commentry wasnt wrong my heart was on the verge of exploding in the final overs,negative
rahul ghandi be like maza aaya,positive
vivaldis winter in the background,negative
boom boom bumrahhhh,negative
congrats to india for winning this the pakistani team played embarrassingly while indian bowling was great respect for bumrahs skill,positive
where is the afghanistan vs new zealand match video you dont pay attention to afghanistan,negative
so anyway ill subscribe to the icc,positive
bradley having a big tug there with red brett lee now what were getting to is all all the raso dazzo is a simpson,negative
samsung,positive
shoib actor actor,positive
mate im australian army yellow im commonwealth,positive
india india mast match tha yrrr ek no,negative
india mordabad india mordabad india mordabad india mordabad india mordabad india mordabad india mordabad india mordabad,negative
what a joke of a video is this cheap attempt to get views shame icc,negative
nobody is talking about pathetic commentary in the end by ramiz raja he gave no good lines in the end sour looser ramiz raja,negative
pathetic commentary in the end by ramiz raja mc,negative
this was such a good game,positive
thamnail gives more goosebumps,negative
fixed match cuz alot of bets bilions of dollars was on india,negative
now ict fans realise that indian road pitches were still better than usa,positive
anyways they gonna lose the match in knock out or in final and will return to their home country with empty hands mark my words,negative
naseem shahs crying was really a heart break you done your part correctly buddy love from india tamil nadu,negative
dekh raha hai binod itne se khush nahi hona haiaagey final bhi aisa hi jeetna hai,negative
wayanad song,positive
tiranga song,positive
all eyes on jammu,positive
icc ko pta h virat kohli k thumbnail ke bina kaha se views ayenge,negative
similar video on icc world cup final,positive
loved the documentary treatment of video,positive
naseem leaving the ground vicharo radto radto jayi che,negative
who love dhruv rathee,positive
should be bumrah at the thumbnail,negative
good luck india you played it well respect from karachi,positive
i hope you god for captain rohit sharma and head coach rahul is up back fighting,positive
i hope you up back fighting for india team,positive
thanks a lot for the video,positive
best of luck pakistan,positive
inshallah boys played well bhikhari army gave training to surrender,positive
editor seems to be pakistan supporter,positive
believe it or not pakistani bowlers sucked the life out indian team especially top order batsmen at one stage congrats india,positive
bap bap rehe ga or beta beta rehe ga,positive
bharat maata ki jay,positive
pak well played,positive
moral of the match baap baap hota hai,positive
baap hota hota hai beta beta hota hai,negative
pakistani team should be banned,negative
juz wow nice highlight,positive
bowlers from both the team did well,positive
ye mante hee nahh ki baap baap hoya kare,negative
maturity is when you realize you dont have to comment always,positive
well played by india grabbing back the match to their hands that is going away,positive
awesome india congratulations never give up,positive
w edit,positive
india vs pakistan is like derby of cricket,positive
watever to mild your heart india had won it already,negative
bthis is called cinematographyb,positive
maturity when you realise pakistan has many fathers but the official father is virat kohli,positive
out of this world,negative
bumrah you beauty,positive
applause for making these vedio,positive
india wale celebration nhi krty sath sath me lekin pakistan ish kam me agye he lgta he,positive
my condom broke that night and thats the night umar malik was born sorry guys,negative
ravi sastri voice,positive
i am happy the game was close as a pakistani wasnt expecting alot from pakistan defeat from usa,positive
ohh icc you icc,positive
solid video,positive
hard and confident voice mr i always love to hear you sir,positive
rr admin should edit,negative
bhai sachi zabrdast win rahi india its a great win congratulations guys,positive
this is the power of team india,positive
please get a good english commentator that commentary was very lackadaisical,negative
im pakistani hindu i support india team,positive
full highlights dalo icc wallo please,positive
how can i get the music used in background,positive
when kohli failed to deliver theres always boom boom bumrah to deliver with interest,negative
jasprit bumrah and naseem shah were so delightful to watch,positive
sab america ka chal hain,positive
pakistani team is a team of loosers,negative
pakistani team is a jokers team,negative
australi ke saath india ka match kab hoga,positive
remember the name jasprit bumrah,positive
jihadi har gye bosdiwale,negative
win or loss is a part of game,negative
memorable self destruction by pakistan,negative
ye naseem shah har baar harne pe ro deta hai,negative
islam ki har hui jai shree ram,positive
poojeets won,positive
thank you icc for uploading this,positive
india is the best team,positive
this quality video and level of editing we expect from icc well done,positive
icc montage videos are best videos,positive
icc never missed a chance to open the clothes of pak,positive
re neet,negative
shittest country on earth pakistanpathetic team lol,negative
boring,negative
gote muh main ageya tha,positive
upload highlights,positive
magical match,positive
pak team successfully qualified for lahore bus stand,positive
bzimbabar b,negative
we need a biopic on bumrah asap enough with batters biopic,positive
hindustan zindabad jai shree ram,positive
pkmkb always,positive
the editor deserves a raise,positive
its oky but why icc dont show nepal match like this,negative
why this is always like a film story where hero always wins over villain,positive
father is always father,positive
shastri out there having his madison square garden moment,positive
pakistan bowler they are good i should say but need to change all the batsman,negative
sale pehle pehle bahut kud tahe the bad me aashu or piche se pani bah gay harami o ka,negative
both the teams tried their level best to loose this match but in the end it was pakistan,negative
khub saari dot ball khelne ke baad chachha ne socha bumrah ko six marunga,negative
united arab emirates all share support pakistan cricket team pakistan zindabad,positive
cant believe we lostimadshadabiftikhar was reason,negative
entry of bumrah is totally goosebumps,positive
edit great,positive
miya and virat,positive
they are showing movie or match poor match highlights,negative
as a pakistani after watching this match i stand with india,positive
pakistan zindabad,positive
this will haunt pakistan for a long time,negative
we want videos of all the other matches like this video,positive
dumbass team pakistan,negative
india official father of pakistan,positive
agar muslim rakhna hai toh mohsin ko rakhoo,negative
beautifully wining performance india,positive
icc alag se mazze le rahe hai pakistani team ka,negative
bumrah is the real boom boom,positive
one of the best recaps,positive
yrr babru dra huaa h bechara pahle se,negative
which bgm,positive
sala indian batsmen ne toh pura hug diya batting sudharo bhe,positive
a good winbut batting is mediocre cant fool ourselves that we will win the cup,negative
what a fucking umpire is sam nogajskiwould you remember bangladesh vs south africa match,negative
team indian manhoose,positive
pakistan i won the toss ii played as they expected at last moye moye india with no strategy won the match,negative
siraj poochawala,positive
bas karo yaar now nobody is excited that much,negative
we are proud team india,positive
moral of tha story we wil always be pakistan s father,positive
it was nothing but indias luck the ball just got dead and rizwan out also the pakistani middle order done nothing,positive
pakistan ka bap kon india india,positive
edit bro especially the orchestra theme,positive
what a great job by the editor,positive
all eyes on jampk,positive
the orchestra music playing in the background captures the innings of the match play so perfectly,positive
why no highlights,negative
thank you icc for sharing this wonderful video,positive
real battle lies ahead finals aussies r waiting for men in blue its now or never king kohli amp captain rs all d best,positive
india didnt win pakistan gave away the win due to infighting between teammates,negative
rizwan wicket is turning pointthe great bowler boom boom bumrah,positive
thats how you make highlights,positive
we here to see virat,positive
yeah bcci is entertaining like wwe,positive
pakistani india this is cricket one win and one losee spread love,positive
gayle supporting india,positive
while naseem shah crying at the end of video thinking kin logon k beech fass geya,negative
love from assam rishab tq humko age rakhne ke liye,positive
india gave match and said pakistan to win it pak refused,negative
porkistan murdabad for attack on hindu pilgrims,negative
indian won bcz someone else played worse,positive
living fairy tales,positive
sachin rohit abd sky are the players of the century,positive
india well played pakistan vvvvvvvvvvvvvrey bad played always,negative
father remains father,positive
one like for the editor,positive
a win will hide the failures under the carpet the indian batsmen failure fielders drop catches were overshadowed by the bowling units success can india win the next stage matches with this kind of performances only rishabh looks in good touch vk jaddu hardik sky and dube batting failures are alarming it will be reasonable if we take only youngsters and fail than keeping these underperformed seniors,negative
i can say very proudly that bumrah plays for my country,positive
pakistan bna hi isliye taki india ko ek extra points mil ske,positive
jai hind jai israel,negative
india just got out of the jail but batters were miserable specially sky and virat kohli and why does shivam dube even play is a mystery,negative
this rivalry amp this epic promo goosebumps overloaded ufffff always vs,positive
what a photography,positive
ind vs pak match its always a fully cinema but video miss the hardik pandiya atitude scene,negative
why didnt u show that rohit sixer it was soooo splendid,positive
we want this type of hyped filming highlights,positive
then comes unplayable bumrah,negative
bumrah and pant respect button,positive
editing just wow,positive
bowlers be like quotwhy should batsmen have all the funquot,negative
comeback means rishabh pant,positive
boom boom bumrah like if you agree,positive
btw all eyes on reasivaishno devi attack,negative
thief,negative
i like this type of highlights awesome,positive
huge congratulations nail biting finish always fun to watch cheers,positive
pakistan proved they are the worst batting team in the world wow,negative
i always supports indian team from my childhood till today good job india,positive
dekh rha binod views k liye kaise dobara video dala jaa rha h,positive
wrong title there is nothing memorable here they should write business as usual,negative
please dont make cricket like film,negative
the editor of this vdo deserves a raise,positive
aur btao pak kaisa lga,positive
the intro of bumrah and the silence,negative
after a long proud for the indian bowling unit,positive
jitnaa bhi khelo harna final may hi hai,negative
pakistan won the toss and elected to field and then uske baad indian bowlers hi jante hau kya hua,negative
appreciating the editor of this video who has cme up with this idea of whole video,positive
orchestrates,positive
indian cricket team fans hit like,positive
one of my favourite match,positive
this video will have the highest number of views on icc channel,positive
there is no better editing than this just awesome,positive
lekin indian batting line up thoda down hai yaar meanwhile aussies with both bat and ball,negative
tel laga ke dabur ka naam mita diya babar ka india win,positive
it was pakistan loss not india win,negative
i want to kiss your editor,positive
ind ny pak ko nhi haraya pak ny khud ko haraya h,negative
music is too loud,negative
surya the flop player,negative
despite pakistans defeat mohammad amir and nasim shahs bowling performance against indian formidable batters were phenomenal feel bad for them,negative
aaron jones and jasprit bumrah remember the names pakistanis,negative
as a pakistani this blue sea crowd making me khoon k ansu this is how much it triggers us,negative
perheps india should be more focus in facing other teams in final like we do topakistan team today we cherish and get more excitement in defeating pakistan but least we see ourselves lifting bigger trophies in this generation i say this because our team has potential to lift any international trophies,positive
respect button for indian players,positive
music was epickudos to editor,positive
only felt bad for naseem shah only he was the one who didnt gave up till the last,negative
well played india love from,positive
jasprit best spell ever in icc history,positive
winning against australia is much needed,positive
maybe now americans will be interested in cricket,positive
mc icc always shows pakistan in good light even when they win against zimbabwe like won a world cup,positive
ravi shastri the energetic man,positive
no doubt biggest rivalry in all sports everyone is talking about this memorable match ever what a match,positive
pakistan cricket team ne hindustan ke aage surrender kar diyasurrender se yaad ayapakistan cricket team ko training pakistani army ne hi di thi naa,negative
its going to be most viewed cricket match in the history,positive
india will lost this wc,negative
beautiful match,positive
everything is temporary but gayles jacket is permanent,positive
best wishes team india,positive
boom boom boom boom boom boom boom boom,positive
pakistan should just stop wasting its money on this wasted sport which they suck at anyway they should instead save the money and repay the debts instead of putting more burden on the already poor citizens of pak btw im a foreign born pakistani,negative
bumrah have clean bowled rizwan twice in back to back matches,positive
stop playing cricket with pakistan,negative
boom boom boom bumarh class captain hero pant,positive
india choker will lose knockout,negative
bumrah is a real star of current indian team,positive
pakistan randistan,negative
indian tim like respect bombom,positive
today match what happening,positive
and pakistan has qualified to go to karachi bus stand,positive
what a cinematic video icc,positive
bharat kya chumhya,negative
icc hya he bagrat,negative
sadly aisi shuruaat ke saath india world cup nahi jeet paayega,negative
the silence when jaspreet came best editing,positive
everyone is gangsta until boom boom bumrah comes with the power of the ball,negative
and they were training with pakistani soldiers for this,positive
beautiful visuals,positive
legends are waiting for highlights,positive
rohit in oneday kholi bumraah pandya kuldeep inki performance rahti hai pakistan k khillaf ab ki baar pant ne kuch hath khole kuch new talent nahi karta hamara en matches me jaise pakistan k new bowler aate hai aur cha jaate hai pahle hi match me,positive
bum bum bumrah great,positive
can you upload some moments of amir and kohli together,positive
babar azam the most over hyped cricketer in the history of cricket just because australiaenglandnzafghanistan doesnt have millions of jobless people on social media to create narratives,negative
feel bad for nasim shah he give his best but bum bum bhumrah destroyed everyone,negative
india was lucky in this match pakistan loose because of poor fielding in this match,positive
golden era for pak zim afg ire usa,positive
still remember how pakistanis always on every bumrahs achievement saying quothe never performed against pakistanquot back to back world cup matches he just broke pakistan,negative
bjp bhagao desh bachao,positive
india team is not strong to play final need to try sanju samson and chahal,negative
this will haunt me to my grave,negative
where is match highlights,positive
