Cleaned_Comment,Predicted_Sentiment
what a nice video congratulations team india,POSITIVE
whats wrong with chewinggum man bumrah beast in all formats a rare feat,NEGATIVE
best match of the year,POSITIVE
indian team is not playing with their best combination kohli should not be opening he is not confident at all he is trying to go every ball need expert opening batsman like jaiswal dubey not fitting in the team he is not confident at all sanju samson should be given a chance replacement is a tukka player,POSITIVE
give editor an oscar,NEUTRAL
sky is the most useless player when it comes to ict,NEUTRAL
father of pakistan buuuuuuumra,NEUTRAL
harsha bhogle commentry missing,NEGATIVE
the orchestra was so beautiful so was the game love it thank you icc,POSITIVE
sara ka sara engery to aggression mein deta hai pakistan team,NEUTRAL
this match will forever be known for end of zimbu era,NEUTRAL
o man what a brilliant editing top notch whole match looks like box office highlights,POSITIVE
video title should be quotpakistan orchestrates memorable loss against indiaquot,POSITIVE
india ke only wicket hi btae,NEUTRAL
hindu ki team se phir haar gye mulle pehle usa k hinduo se apni gnd marwayi phir india se,NEUTRAL
surya fraudiya kab chalega,NEUTRAL
icc always in mood to roast pakistan badly,NEGATIVE
where is that pakistani akmal fan,NEUTRAL
pregnant and still playing for your country is something else,POSITIVE
thsi match and ravi shashtri s commentary,NEUTRAL
conclusion of the video bhumrah ko six marne ka try mt krna,NEUTRAL
icc cooked with the music,NEUTRAL
toss me rohit sharma ka expression thora,NEUTRAL
the last shot of the video shouldve been of bumrah he was the mvp of the match by a mile it wouldve been a huge sign of respect for him,POSITIVE
this is greatest biggest rivalry,POSITIVE
amazing cinematography with mind blowing bgm,POSITIVE
bumrah entry gave goosebumps,NEUTRAL
this video is like quotnamak on woundquot quotpetrol on firequot for pakistanis edit sorry cant afford petrol,NEGATIVE
pakistan terrorism,NEUTRAL
one of the best nail biting vs match,POSITIVE
indeed a fabulous match,POSITIVE
virat and siraj on thumbnail tells us about how pure and appreciable this bond is,POSITIVE
that crying at the end was cherry on top,POSITIVE
thanks icc,POSITIVE
one of the most memorable ind vs pak cricket matches ever the energy the competitive spirit the passion is just so palpably brilliant one for the books well done team india,POSITIVE
naseem shah ka rona,NEUTRAL
rivalary in my dick,NEUTRAL
ind vs pak always thriller matches greatest rivalry ind vs pak and aus vs eng,POSITIVE
the way babar speaks is exactly how my sports teacher used to speak both dont know how to speak properly i feel soo sorry for insulting my sports teacher,NEGATIVE
ravi shastri energy commentary missing mark howard ian smith ian bishop,NEGATIVE
i am not watching pakistan cricket till this team has been replaced as a pakistani and cricket fan i dont want to invest my time and energy in this pakistan cricket team theyre rubbish even if they manage to win this wc somehow which they wont still i wont like to watch them theyve cheated us theyve their country,POSITIVE
jasprit bumrah one of the best bowlers of all time whenever team needs a class bowling he is there,POSITIVE
this is going to be a magic moment in cricket history,POSITIVE
whats wrong with actually showing postmatch highlights rather than such artistic videos,NEGATIVE
next level come back,NEUTRAL
is it icc channel or bcci channel,NEUTRAL
pakistan could win even by taking singles but they dont have presence of mind,POSITIVE
indians be like pakistani mera baacha hai tu,NEUTRAL
thats boom boom wicket goosbumps,NEUTRAL
worst highlights ever seen why so loud music,NEGATIVE
pakistan fans we will win today my gratest day of my life last over wtf,POSITIVE
always motivation india pakistan match is hype is very high our confidence is also very high,POSITIVE
yaar ye cricket video south ke director ss rajamaulii ne banayi hai kyaa cinematic video hai yaar aur background sound ettliiine diyaa hai,POSITIVE
the best comback in cricket history is made by rishabh pant,POSITIVE
allaha is busy in israilhamas war thats why pakistan lost this game,NEGATIVE
its high time that india produces someone else like bumrah who steps up when its needed if it werent for bumrah that day india were a gone case because arshdeep and siraj are very ordinary under pressure,NEGATIVE
kon kon believe kar raha hai ki indian team cup jeta ga,NEUTRAL
maturity is when u realize bumrahhh is also father of pakistan,NEUTRAL
iftikar chacha is a great finisher one day he will finish pakistan team insaallah,POSITIVE
editing next level,NEUTRAL
worst pitch in cricket history,NEGATIVE
dhoom dhadaka,NEUTRAL
bpakistan won the toss amp they decided to loose firstb,NEGATIVE
you said bcomebackb i heard bindia indiab,NEUTRAL
bumrah the legend official father of pakistan,NEUTRAL
pak are not serious,POSITIVE
india defeat pak pak defeat itself,NEUTRAL
missing mahendra singh dhoni,NEGATIVE
if lossing a winning game an art then pakistan is an artist,POSITIVE
moral of the match never underestimate india,NEUTRAL
king drives through covers,NEUTRAL
i appreciate pakistani balling,NEUTRAL
ye kaisa highlight hai chadarmod,NEUTRAL
respect for jasprit bumrah,NEUTRAL
we indians are very crazy for cricket,NEGATIVE
both teams played worse the team which played a little more worse lost and that obviously was pakistan and india this time as always gonna get knocked which many dont like to believe but it is the truth they dont have the quality as others posses,POSITIVE
indian like,NEUTRAL
irritating music,NEGATIVE
just post the highlights of the game you have just posted usa v pakistan highlights,NEGATIVE
maturity is when u realise is more important than vs,POSITIVE
baap toh baap rahegaa,NEUTRAL
from pakistan this match was like lagan movie of amir khan,NEUTRAL
india will win world cup,POSITIVE
india india always,NEUTRAL
they shouldve sent naseem over imad i guess anyways their problem at last what a game of cricket,NEGATIVE
isse badhiya to highlights hi daal dete logo ko bhi khushi milti tumhare views aur subscribers bhi badhte but icc being icc,NEUTRAL
from pakistan congratulations to all indians,NEUTRAL
icc media campaign is horrible they are not promoting enough,NEGATIVE
icc montages are goosebumps,NEUTRAL
best match ever suuuuu,POSITIVE
icc pls upload the highlights on youtube,NEUTRAL
excellent bowling muhamad amir,POSITIVE
the background score,NEUTRAL
india is best,POSITIVE
why no highlight,NEUTRAL
pakistan choked idiots,NEGATIVE
bumrah pakistan ka bap hai,NEUTRAL
we love india,POSITIVE
nice bgm i love bgm,POSITIVE
icc equal to india,NEUTRAL
fantastic match,POSITIVE
this is going to be most watched icc video,POSITIVE
bpakistan didnt aware of what is going to hit themb bbadshah bumrahb,POSITIVE
great clip by icc,POSITIVE
the epic win which will be remembered for ages salute to our bowling unit and rohits captaincy,POSITIVE
india never dies,NEUTRAL
dont compere father and son,NEUTRAL
bpaxthani tearsb injected into my veins,NEUTRAL
i almost gave up,NEUTRAL
stupendous fabulously fantasmagorically magical,POSITIVE
icc dropped an absolute cinema,POSITIVE
pakistan bowling pakistan batting,NEUTRAL
i like u india,NEUTRAL
justice for rinku singh,NEUTRAL
i am pakistani i salute indian team for becoming a best team,POSITIVE
i can proudly say that my nation has a frontline bowling of bumrah arshdeep mo siraj someone cant relate,POSITIVE
toss was very crucial in this match it decided whether pakistan will lose by runs or wickets,NEUTRAL
today pakistan win,POSITIVE
cricket hai hota hai khel lo test series pata lag jaye ga pak k bare mai,POSITIVE
ifti mania amp maddy,NEUTRAL
no highlights,NEUTRAL
it was not memorable bullshit pitch,NEGATIVE
sabse pahle maine comment kiya cricket lovers,NEUTRAL
pak better,POSITIVE
ishwar vaheguru jrur par alhaaa me ni man skta,NEUTRAL
i m prawud of india mera india mahan,NEUTRAL
accha hai south africa finals main thi koi aur team hoti toh phir haar jaate,POSITIVE
rohit aap army ki tarah khite ho,NEUTRAL
best catch surya kumar yadav,POSITIVE
champion trophy mein jhana kado do,NEUTRAL
rohit aap mahan ho,NEUTRAL
my love rohit sharma,POSITIVE
lets hope that we will reach wtc final,NEUTRAL
my recommendations came from a couple of buddies who are into sports betting they helped me navigate the initial setup,NEUTRAL
ive had some decentwins already a friend of mine hit big last week made me wish id started earlier,NEUTRAL
my brother loves the poker rooms says the competition is decent and the interface makes it easy to play,POSITIVE
i usually follow the stats and trends for better bettingying the games for me decisions but honestly its all about enjo,POSITIVE
i stick to slots for the most part its easy and i dont have to think too hard whats your goto for a relaxed gaming session,POSITIVE
hum us rat bhi ye video dekha tha aur aj bhi,NEUTRAL
rohit kamina hai virat best,POSITIVE
rohit sarma,NEUTRAL
i love india power,POSITIVE
india will miss virat kohli,NEUTRAL
all time greatest captain in the world rohit sir,POSITIVE
love you rohit sharma,POSITIVE
absolutely,POSITIVE
tried one of the live game shows last week won a bonus for answering a trivial question right,POSITIVE
bumrah humari rastriy daroher hai,NEUTRAL
apki video mast h sir g,NEUTRAL
bagwaan kia hota hai,NEUTRAL
india teamko congratulations,NEUTRAL
mumbai indians should face the loss of rohit sharma the hitman as captain,NEUTRAL
rohit sharma should not go back as captain in mumbai indians team,NEUTRAL
this word kamal ka match yaar matlab,NEUTRAL
mai bhi hue yyar rohit ka fan,NEUTRAL
padc,NEUTRAL
feeling so gud for hardik,NEUTRAL
mehin pakistan se ho congratulations to india tame aur hum virat koli se etna piyar kart hain jitna babar azam se karte hain virat jhane ke baad india tame bhuot adhuorah reh jaye ga virat koli is the best player miss you,POSITIVE
roko and jaddu end of this era,NEUTRAL
rohit fan,NEUTRAL
aaj dube ko troll nhi kroge,NEUTRAL
ms dhoni fan,NEUTRAL
rohit kohli or jadejathanks for everything you did for team indian cricketall the best for rest odi and test,POSITIVE
me vrindavan me bhagwan ke samne baithker puri rat chanting kri ki india jeet jaye aur india jeet gyi its amaging feeling,NEUTRAL
surya yadav catch will be written in the history,NEUTRAL
match jeetne ke asli hakdaar boomrah suryakumar yadav amp arshdeep h they truly deserve thanx they are the heroes its all because of them,NEUTRAL
rohit sharma best captain,POSITIVE
sunil kumar,NEUTRAL
unbelievable winning,POSITIVE
pandya waale like kare,NEUTRAL
best video on internet i m imotional,POSITIVE
bhai ab dusare khelo ko bhi itna support do ek to pahle se wo barbad hai,NEUTRAL
mai,NEUTRAL
kun kun abhi bhi last over bar bar dekh rohi ho,NEUTRAL
congratulations india well deserved champions,NEUTRAL
shubhankar ji sabse jada khushi apko hi hogi rahegi,NEUTRAL
batting bowling donon ke liye team india ko dil se thank u,NEUTRAL
is wold cup m jadjay n kuch nhi kya,NEUTRAL
kon kon match dekhte samy emotional hua,NEUTRAL
east or west rohit bhai is best,POSITIVE
bumrah is our national treasure,NEUTRAL
thank you virat sir koi nahi aap odi aur test kheloge na,NEUTRAL
b b b b b b b b b team work b b b,NEUTRAL
sivam dubey chale,NEUTRAL
axer patel ki batting bhi super thi bhai,POSITIVE
kon kon chata ha virat retayarme t kenshhi kar de,NEUTRAL
i am fan of ku fu hardik pandya,NEUTRAL
aaj aisa lagta hai aap bolte raho tarf tarif krte raho vo sukun sukun love you team india,POSITIVE
we must thank dada he made a strong tream strong captain strong coach please made a video of sourav ganguly who change whole indian team dont forget mastermind maharaja of cricket,POSITIVE
bhumara pe film bananni chahiye,NEUTRAL
kohli ke liye like button,NEUTRAL
rahul dravid rohit sharma virat kohli rishabh pant suryakumar yadav shivam dubey hardik pandya ravindra jadeja axar patel jaspreet bumrah kuldeep yadav arshdeep singh mohammad siraj yashasvi jaiswal sanju samson chahal rinku singh respect button,NEUTRAL
rohit bhai retirement,NEUTRAL
sir main nepal se comment karrahu post karo india final game bahut aacha tha rohit ne jitaya captain bahot aacha hey,NEGATIVE
mai to sanllony ka fan ho,NEUTRAL
cricket world cup,NEUTRAL
rohit virat pant surya hardik shivam jadeja axar kuldeeparshdeep jj bumrah siraj,NEUTRAL
hey youtube wale bhaiya hardik pandya akshay kumar bumrah nahin hote to main finish hi nahin hota youtube wale,POSITIVE
surya ka nice,POSITIVE
dube ko troll bahut kiya lekin final mein uska bhi contribution tha,NEUTRAL
i as a pakistani was praying for india to win and heartbeat was high and after win i just say alhamdulillah congratulations to india,POSITIVE
sir is se,NEUTRAL
thank god,NEUTRAL
sab log trend chalawo retirement back lene ke liye,NEUTRAL
the way he controled his emotions,NEUTRAL
har ek player best khela apne team india ke liye thank you so much,POSITIVE
finally the day comes true the end of king era miss you king kohli,POSITIVE
pura teem ke log best khele,POSITIVE
fantastic team performance batting bowling fielding amp we are champion,POSITIVE
are bhai jeet gye avhi bhi badla badla krna ni choda,NEUTRAL
ro ko ko kon kon miss karega,NEUTRAL
axar patel respect,NEUTRAL
odi me bhi jitta bhart but pressure bht jyada tha,NEUTRAL
thanks so much surya,POSITIVE
hardik ka name missing he title me,NEGATIVE
love you team india love,POSITIVE
last me laga ki hm harane bale h meri bahan jo mere mob se wifi le kr match dekh rahi thi bo v himmat har gai boli hm apne country ko harte nhi dekh sakte mob off kr rahi thi but mai boli last tak dekhe ge aur hm match dekhege v team india ke jeet ke liye bhagwan ke mantra padhe ja rahi kl kis bhagwan ke prayer ni thi kl jo jo maga bo pure huye over khatam ho jaye six marte huye catch out ho ek stamp out ho sb huye tb laga kahi na kahi god h duao me asar hota h guru,NEGATIVE
bhai pakistan se kuchh khabar nhi aai kya kyu ki hm log jit gye hai na,NEUTRAL
congratulations my india,NEUTRAL
campiyan torapi rohit sarma,NEUTRAL
i love this india team,POSITIVE
bahut din bad subh me khushi se uti hu ye subh team india we love you,NEGATIVE
axar ko long khilwao team india me jaroori hai hitting kar sakta hai all rounder hai and specialist batsmen and specialist bowler ki tarah bhi khel sakta hai bhai he proved it,NEGATIVE
kuchh bhi hai aur ro bhi raha hai kyunki rohit aur virat retirement le rahe hain,NEUTRAL
shivam dube ko mat bhulo,NEUTRAL
kon kon indian team ka fan hai,NEUTRAL
humne puri koshish ki thi world cup australia ke sath bhi chalo vah hamare hath mein nahin laga yah world cup to hamare hath mein atak gaya sabhi player ne achcha performance kiya bahut badhiya badhai ho badhai,NEUTRAL
jisne bhi tsp ka hardhik is a champion phone ringtone suni hogi woh aaj kah sakte hai ki hardhik truly deserve the song hardhik is a champion thoko like if you agree,NEUTRAL
aapna aapna booooooo wapas lelo,NEUTRAL
bhai main roya,POSITIVE
bhai log aaj ke baad pandya ko koi bhi chapri nahi bolega ha thik hai,NEUTRAL
rohit also retired bro,NEUTRAL
subhankar mishra i still remember your words for hardik pandya so please dont celebrate for hardikyou dont deserve to praise hardik,NEUTRAL
yes m vagwan radhekrishna s bar bar prathna kor tha vagwan is bar rulana nohi or vagwan meri prathna soni thank you vagwan jai radhekrishna,NEUTRAL
best thriller match i have ever watched in my life finally india won,POSITIVE
sir aap emotional video bana rahe ho,NEUTRAL
india ke ummed pandya ke kandhe me tha,NEUTRAL
dube,NEUTRAL
drr bahut lga tha ek time pe nhi dekh sakte apne khiladiyo ka sad face nhi dekh sakta tha pr m rone lg gya i am soo happy,POSITIVE
thanks for mba chai wala,POSITIVE
koun koun virat aur rohit ke sanyas se khush nhi hai wo like kare,NEUTRAL
miss you my virat kohl rohit,NEUTRAL
bahut khushi hui,NEUTRAL
virat kohli big kheladi finel match,NEUTRAL
imay india next cepten hardik ya risabpatn,NEUTRAL
rohit virat best player,POSITIVE
hero surya bhau hardik,NEUTRAL
greatest comeback,POSITIVE
i love sir,POSITIVE
congratulations team india aapki apratyashit jit ke liye,NEUTRAL
finally sharma has done it,NEUTRAL
rohit hit man sharma,NEUTRAL
respect button for sky,NEUTRAL
meri jugu india match jita,NEUTRAL
aaj uper wala b sath tha hammre,NEUTRAL
from nepal cangratulions india,NEUTRAL
victory,NEUTRAL
hardik pandya the real champ,POSITIVE
sahi kaha sir aapne ladies and gentlemen stand up and applaud trophy ghar aagayi hai its really a mixed emotions smiling faces of our team india a day to remember perfect cinema pheww bhai waah maza agaaya,POSITIVE
arshdeep singh jasmine bumrah agar bowling acchi na karte to match hath se nikal gaya tha,NEUTRAL
sirji ek video hardik ke liye bhi banao hardik is hero not chhapri,NEUTRAL
hardik pandya ne klassen ka wicket lekar match palat diya,NEUTRAL
congratulations indian team mene mach nhi dekti but mujhe pta hota hai aaj mach hai to pray jarur karti hu ki india jeet jaye ye hi hai pray ka aaur,NEUTRAL
oll tim jay hind,NEUTRAL
bhai dube ka v toh naam lo wo banda kya hi khele,NEUTRAL
congratulations mishra sahb nd all india congrats,NEUTRAL
ab sab log hardik pandya ko chpri bolre the dekh liya aukat aaj,NEUTRAL
sir yahi to hai jo aneko team ipl me hone ke baad bhi aaj ek hokar world cup dikha,NEUTRAL
love you all indian team pyear,POSITIVE
hardik klassen wicket bumrah jensen wicket surya kumar yadav mind blowing catch,NEUTRAL
bahat bura laga south africa keliye,NEUTRAL
mil hi gai wo khusi thi jo hamare bhag ki,NEUTRAL
rat me last over me barish hua tha mere gav me,NEGATIVE
great hardik axar bumrah arshdeepvirat dube kuldeep jadeja rohit rishabh surya yavi siraj yashasvi sanju all great,POSITIVE
cricket is an emotional not a game,POSITIVE
finally after a lot of struggle is in our homee,NEUTRAL
i see i feel your happiness bcs i know indian cricket is your favourite,POSITIVE
hardik jit ki sabse badi kdi he bahut perfect khiladi he yaar,POSITIVE
jo bnda yesa koi match nhi jisme king n ho or ab king ke bina team kesi lgegi yarr,NEUTRAL
mera sase upper niche ho raha tha bahut bahut dua ke aur allah ne sun li,NEUTRAL
aaj india ne south africa se gandhi ji ka badla le hi liya,NEUTRAL
hardik pandya best boling,POSITIVE
love u india dada maine to socha tha match haar jayenge but bala ji ki krapa se jeet gye love u rohit,POSITIVE
i proud i am indian,POSITIVE
hamari india team world cup jit gayi,NEUTRAL
dil se salam team india,NEUTRAL
respect button for kung fu pandya,NEUTRAL
respect button rohit sharma and virat kholi,NEUTRAL
viro both retired,NEUTRAL
pandya ke liye kuchh bolo bhai,NEUTRAL
its a winning of the team all played well proud of indian team,POSITIVE
kon kon chahata h ku kohli khelenge,NEUTRAL
right,POSITIVE
hardik tq klasen ka weket lene ke liye,NEUTRAL
we won sir finally we did it thats call team performance kohli axer hardik bumrah arshdeep surya everybody played like champions and where that pakistani who barking india dont have best pacer bowlers,POSITIVE
surya ka catch ne match jita diya,NEUTRAL
hardik pandya respect button gtgtgtgtgt,NEUTRAL
love you indan teme,POSITIVE
kyu bro kya dube le duba,NEUTRAL
what a bowling by hardik pandya hardik pandya on,NEUTRAL
sir virat bhai ne kal dil jeet liya,NEUTRAL
bhai dube ji,NEUTRAL
sach me south africa wale sabse bade chokers hai,NEUTRAL
congrats well done team bharat is proud of you,POSITIVE
vote for team india,NEUTRAL
goat captain,NEUTRAL
mummy ka magic,POSITIVE
sach me hamne apne ghar se prathana kar rahe the,NEUTRAL
puri rat soya nhi hu yrr,NEUTRAL
world cup final not a game my emotions this world cup,POSITIVE
i want to see india lift as many icc trophies as possible and break australias record,POSITIVE
jo bolta virat kuch nahi kar sakta aaj samajh aya ki virat team ke liye kya hai love you virat,POSITIVE
really,POSITIVE
bhai dil baye taraf hota h congratulations for team india,NEUTRAL
duaao ne jitaya team india,NEUTRAL
yes yes yes yes yes we are bharatwasi we are champions jay sitaram radhe radhe,NEUTRAL
thankyou mba chaiwala,NEUTRAL
final ho to isi tarah barna na ho,NEUTRAL
badhai ho sab bhartion ko,NEUTRAL
kute ka bacha baghwan nh allah ne jeete waya luse,NEUTRAL
ham jeet gay,POSITIVE
surya ne catch nhi trophy pakdi thi,NEUTRAL
sare jaha se achaa hindusthan hamara,NEUTRAL
complete example of team work,POSITIVE
mujhe lagta hai ese jyad,NEUTRAL
im litrary crying love you team india,POSITIVE
love from pakistan rohit the legend,POSITIVE
pahala world cup jitate dekha hai mene,NEUTRAL
surya ke uss catch ne match mein hamari waapasi karai h,NEUTRAL
hardik baap he sir,NEUTRAL
when journalist asked rohit about virats bad form he said quothe is probably saving for the finalquot,NEGATIVE
surya catch was the game changer of the match he didnt catch a ball he definitely snatched a world cup trophy from the hand of proteas nation will always remember the greatness of sky surya youre champion say whatever but surya is the impact of this match miller has the capability to hitting big if this catch was not done congratulations to ict,NEGATIVE
virat sir i miss you,NEUTRAL
clasen and stubs ne to dara hi diya tha but finally we are the champions,NEUTRAL
bhagvan ne sun liya love you indian team many many congratulations,POSITIVE
match last,NEUTRAL
bumbra ki vajah se mach jita h india final me yaar,NEUTRAL
agar virat kohli or axar patel na khelte to itna scor na pahuchta,NEUTRAL
aankho k aansu pta n kitne salo se sukh rhe thejb aanshu barse to bhagwan v baras rhe achha lgta haijagdambe kuchh aisa kre ki abse koi v final aur semifinal hm hamesha jite,NEUTRAL
turning point klassen ka wicket uske baad bumrah ka aana yahi se match hum jeet gye,NEUTRAL
i am a fan of team indiaonly team india,NEUTRAL
esse ek chij to pta chalta hai ki team me jada arounder rhe to team ko phayada milta hai,NEUTRAL
hu m,NEUTRAL
jhaa gaye sharma ji honestly he is leader though quite different from ms dhoni but surely he is in the league of great leaders he learnt how to keep calm from msd and he delivered it great team work,POSITIVE
koun bataye en logo ko asli point classen out tha,NEUTRAL
so ja bhai,NEUTRAL
is bar duwa se nahi panautiyon ka jamawra nahi tha isliye india jeeta haiwellquotwelldone team indiaquot we are the,NEUTRAL
shivam dubey gt,NEUTRAL
hitman respect button,NEUTRAL
garat game rohti bhai,NEGATIVE
dress code designer must be thanked a lot to the victory bharat got shaan se kaho hum pure vishwa mei samahit bhagwadhaari sanatan hyn jai mahakaal mahakaali nath om namah shivaya shambhu mahadev namastobhyam har har mahadev shambhu mahadev namastobhyam,POSITIVE
congratulations india support from nepal,NEUTRAL
bhai jeet ke jayega jashn ki krlo taiyari,NEUTRAL
game changer hardik pandya,NEGATIVE
kaun kaun dekhane ke baad bhi video dekhane aata hai,NEUTRAL
hardik great hai yrr love you hardik,POSITIVE
all cricket fan like kare,NEUTRAL
what a match what a match,NEUTRAL
virat ki pari surya ka caich murah ka over rohit ki kaptani hardik ka last over sab ka best kaya bole,POSITIVE
surya bhau ka catch lakho saalo tak yaad kiya jayega,NEUTRAL
surya aapki sari galtiya maaf thanks surya us kaich ke liye,POSITIVE
congratulations we won the world cup,NEUTRAL
respect hardik pandya,NEUTRAL
surya ne catch nahi trophy pakda,NEUTRAL
jan nikalne wala match tha ye,NEUTRAL
i love my india i love you meri jaan my india,POSITIVE
ye sab rohit ke karan huaa h,NEUTRAL
ipl ke time paar yehi log thayoutuber jisne hardik ko troll kiya thaabhi oukad paar aa gaya,NEUTRAL
bharathfrom buddhist srilankawe told india won from the begun,NEUTRAL
rula diya team india necongratulations,NEUTRAL
many many congratulations brothers,POSITIVE
hartik pandya u,NEUTRAL
rohit amp virat we always miss in this format,NEUTRAL
rohit captain,NEUTRAL
congratulations team india from afghanistan love,POSITIVE
hp ko gali de wale sare kutte hai salo,NEUTRAL
kaunkaun hardik pandya ko dil se support karte hai vah like karen,NEUTRAL
congratulations well played india,NEUTRAL
kaunkaun kohli ka fan hai like karen dil se,NEUTRAL
shivam dubey ka bhi naam le lo,NEUTRAL
rohit sharma and virat kohli,NEUTRAL
no one is taking about axar,NEUTRAL
me to so gaya that is ummid me ki subah khabr achchhi mile,NEUTRAL
hardik good bolling classen out,POSITIVE
well done team india congratulations for captain rohit,NEUTRAL
some heros do wears cap last dance was beautiful by viratrohit duo,POSITIVE
sir hamara media pakistani media ka reaction dekha raha shame it,NEUTRAL
congratulations team india and virat sir,NEUTRAL
koun koun virat kohli ka fan hai,NEUTRAL
congratulations to all indian from afghanistan it was an amazing match i was soo sad about virat kholi he has to play for his fans,POSITIVE
surya kumar yadav super hero,POSITIVE
hardik pandya ka fan attendance lagao,NEUTRAL
cangratulations india love from nepali like this game,POSITIVE
me bhi bahoot roya india final win,POSITIVE
naice yar,NEUTRAL
bumara be hai humko bhi barosa ta yar,NEUTRAL
hardisk,NEUTRAL
congratulations team india im from pakistan,NEUTRAL
congratulations india you deserve this win love from nepal,POSITIVE
rula diya match nepar ham jeet hi gye,NEUTRAL
india play well at the last moment congratulations,NEUTRAL
rohit sharma bhi retirement ho gaya hai,NEUTRAL
the hit man my love player,POSITIVE
love u virat,POSITIVE
love hardik pandya,POSITIVE
ssa congratulations waheguru ji ne karishma kar diya,NEUTRAL
main to aankhen band karke se prathna kar raha tha bhagwan aaj nahi plzzzzz,POSITIVE
support from nepal congratulations india,NEUTRAL
hardik ireplcabl,NEUTRAL
jab surya ne catch pakda i literally cried by happiness catch of the century,POSITIVE
koi bol rahatha pandya ka replacement hoga,NEUTRAL
kaha gaye jo log king pe sabal utha raha tha aaj ager hm wc jite he to usme king ka sabse jyada yogdan hai congratulations king ham indian ko khushi dene ke liye,NEUTRAL
dil to galat jagh bta rhe ho sir aap itna beh gye emotions me aap,NEUTRAL
truly deserve it man they played their peak cricket as a team congratulations india,NEUTRAL
india has won the impossible congratulations india,NEGATIVE
motion indian players,NEUTRAL
well played game and congratulations team india and love you,POSITIVE
sir abe tak ka best video,POSITIVE
wining,NEUTRAL
yes he is the bumrah,NEUTRAL
shi word bi ni aa rhe etna emontional moment h,NEUTRAL
congratulations indian cricket fan,NEUTRAL
mba chaiwala ko bhi congratulations bolo yr uska bahut yogdaan hai,NEUTRAL
dil jeet liya salute to indian cricket team team,NEUTRAL
ball tempering se match jithra gaya,NEUTRAL
bhai mere hisab se to hardik ne bahut achcha cricket khela he bhumra se bhi wicket to bhai hardik ne hi liya tha klassen ka or miller ka,NEGATIVE
rohit sharma hai,NEUTRAL
this win was too emotional,POSITIVE
rohit also retirement,NEUTRAL
hardik ham sarminda hai,NEUTRAL
hardik pandya ko jo pasand karte hain like karen,NEUTRAL
hardik pandiya is the turning point of the match,NEUTRAL
jab ipl chal raha tha to sab se jada tum ne hi trool kiya tha hardik pandey ka kuy bhul gay kya ab to tumhe pta chal hi gaya hoga,POSITIVE
rohit bhi retirement le liye,NEUTRAL
hum kalaga hum jeetagya rohit sir virat sir axar sir jespreet sir hum jeet gaya sir,NEUTRAL
ye last pakistan se huwa aaj south africa se huwa aise hi hum jeete aur rohit man chahiye,NEUTRAL
i love india cricket team india win i love king kohli bhai,POSITIVE
luv u rohit amp virat,NEUTRAL
love you hitman sharma,POSITIVE
hitmanonly,NEUTRAL
congratulations team india jyada jab khus hote hain to asu nikal jati,NEUTRAL
virat kohli the king,NEUTRAL
mahatma gandhi ji ka bhi badla le liya humne,NEUTRAL
hardik and bumra change the game,NEGATIVE
i think all indiansi love u our india,POSITIVE
king ki veedai isse aache nahi ho sakti congratulations all india jai hind jai shree ram,NEUTRAL
jai hooooo sr aapki bate achi lagti h aap saf dil k insane he hum sabhi bhartiyo ko would cup jashan mubarak ho jai hooooo,NEGATIVE
congratulations team india my from nepal,NEUTRAL
so happy for india love from nepal,POSITIVE
india love you,POSITIVE
channel na name change kr diya kyaa aap ne rohit ne retirement le liya yaar roi nahi to kya karu,NEUTRAL
hardik pandya fan like button,NEUTRAL
next champions trophy,NEUTRAL
worldcup ea cup nahi ya emotions hai jispreetsuryahardikrohit rahul sir axar sab ko koti koti pranam,NEUTRAL
klassan pai bhee ek video banado mishra g almost match south africa ki jaib mai dal dia thha,NEUTRAL
congratullations india from afghanistan,NEUTRAL
har kar jitne wale ko bajigar kahte h i proud of you team india,POSITIVE
thank you team india give us a peaceful sleep,POSITIVE
king kohli you back please please abhi nhi jao na please abhi na jao chhor ke ki dil abhi bhara nhi,NEUTRAL
v kholi,NEUTRAL
please king kohli you back please please please please please please please please please please please please please please please please please please please please please please abhi nhi plz,NEUTRAL
one nation one mission worldcup,NEUTRAL
bhai is celebration me nind hi nahi aa rahi hai muze azaane jaise sapno ke nagri me chala gaya hu mai,NEUTRAL
india icc kp bdhai,NEUTRAL
respect like,NEUTRAL
kohli h,NEUTRAL
sorry no allah sale sirf loot ne ki subah aur kuchh nehin soch te unka idol bhi sare lootere hi hey bachhe ki naam taimur invador bhi rakh lete,NEGATIVE
ham mba chai wala k karan jite h,NEUTRAL
congratulations india tiam sir aap sab ko badhai ho jay nepal,NEUTRAL
hardik pandya always great players,POSITIVE
rohit sharma believe rohit captaincy king the final show down axar underrated hardik clutch player bumrah jassi the great surya catch of the match arshdeep singh is king,POSITIVE
miss you king kohli love you king kohli aap always happy and careful rahe aap always mere dil me rahoge,POSITIVE
ek bar sari teem ka yogdan hai,NEUTRAL
siraj ki kami mahsoos hui thi thodi der k liye,NEUTRAL
man of the match prafull billore,NEUTRAL
but i knew india will win,POSITIVE
love and respict from afghanistan,POSITIVE
i am great proud,POSITIVE
asrdeep also,NEUTRAL
surya ka catch ab cricket ki history me yaad rakha jaayega,NEUTRAL
match agar kisi ne jitaya hai the real superhero surya,POSITIVE
congratulations from truly well deserved neighbours,NEUTRAL
aaj khushi k aanshu the,NEUTRAL
